Position   Rating   Sudoku_in_suduku17C_list                                                                    Canonical_form                                                                              Sudoku_from_sudokugarden.de                                                                 Cmp    Date
    8341      264   ___4____1+_7____4__+__2______+43___6___+______72_+____5____+1______65+___97____+__8______   ________1+_____2_3_+__2_4____+________5+___67_4__+_38______+___1_3___+_7_______+6_____29_   7_19_____+____4____+______85_+2______94+____83___+_6_______+__8___7__+_5_______+_____7__2   PERM   2006-09-21
   16235      142   _3_____2_+____4_5__+6__7_____+_8_3_2___+______4_1+_________+4_5_6____+___5___3_+1________   _________+_______12+__3_45___+_____65__+_1_______+62_7_____+___2____6+__5___4__+_7___8___   ___5_____+_3______7+__91___4_+____7___9+____6____+__1___5__+_9_______+___8__1__+67_____3_   PERM   2006-09-22
    9318    13568   ___5__7_2+__1______+3________+_5___6_4_+_______3_+2________+___31_8__+67____9__+___4_____   ________1+_______2_+__3_45___+________4+___1_____+_6_7__3__+_____85_6+__7______+2_1__9___   3____2___+_4___9_7_+________8+9________+____8____+___57_3__+______4__+____612__+5_7______   PERM   2006-09-23
   28561      131   4_____6_3+___52____+_________+____7__2_+6____3___+______9__+_2____17_+_____6_5_+8__3_____   _________+________1+__2__3_4_+_____5___+_1____6_7+8____2__9+____6__5_+__5___2__+_7__1____   ___6__4__+__239____+_7______5+_8__45___+_______26+_________+___2___3_+_4____5__+____1____   PERM   2006-09-24
   34750      237   7__8___6_+______4__+_______1_+___61__5_+2_______8+____4____+___7__2_3+__4___7__+_1_______   _________+_______12+__3__4__5+_____36__+_1_______+2________+____25__7+__8___4__+_361_____   ___8_6___+2__9____7+_________+____3___2+_6_______+__8______+4___7____+___1__8_9+32_____6_   PERM   2006-09-25
   32796      138   6__3_____+______2_1+___1__5__+___8___4_+_2______7+_1_______+_____7_9_+4___5____+8___2____   _________+_______12+__3_45___+____16___+___7_____+_28___4__+___9__5__+16_______+2______7_   ______4_7+_________+8__5_9___+_17______+____2__9_+__4_____3+___7_1___+____3____+64_____5_   PERM   2006-09-26
   28814      289   4___6___7+23_______+_________+5______46+___3___1_+___8_____+1___4____+___2__8__+_7____3__   _________+_______12+__3__4__5+_____5__6+_1_____3_+_7__2____+____7____+5_4_____8+6___1____   _86______+_________+_9_5__7__+_4_7_9___+_______3_+_____2_6_+_2____9__+__5_6____+____3__8_   PERM   2006-09-27
   16705      132   _3_2_____+________1+______5__+___69__4_+_4_____2_+_____53__+___8__73_+5_1______+9________   ________1+_______2_+__3__4___+_____53__+_1______4+6_7___5__+____6____+___21____+__8___4_9   1_____4__+_____2___+____39___+__3______+__57__6__+_9_______+6_14_____+_4_8____9+_______2_   PERM   2006-09-28
   26577      132   25__4____+_4______3+___9___1_+8__3_1___+______46_+_____9___+7___2_5__+__1______+_________   _________+________1+__2__3_4_+_____523_+_1__6____+7_____5__+___17__8_+___6_____+_95______   ___46____+_25___7__+__1______+_____2__6+6_____9_8+_1_5_____+_______5_+9___8_3__+_________   PERM   2006-09-29
   16074      509   _265_____+____4__1_+_________+71_____8_+___63____+4________+___3__2_6+1____7___+______5__   _________+_____1__2+_34____5_+_______36+2________+7_1__8___+____5____+___34__6_+1_____7__   _5_____8_+___4_3___+_____2___+____9____+__2__1__4+__1____7_+________2+_8______3+79__8____   PERM   2006-09-30
   10895      133   ___7_1___+_63______+_________+__4_6_5__+___23__6_+1________+5_____1_8+_2_3_____+______4__   _________+_______12+____34___+______3__+__12_5___+_6_1____7+_____2_5_+_7_______+83____6__   _________+_39______+___41____+__4_2____+_____735_+______8__+1__8__7__+_____3___+4_2_____1   PERM   2006-10-01
   29713      133   45__29___+______1__+__7______+___6___25+1_63_____+_______9_+___1__7__+_2_______+3________   ________1+________2+__3_45___+_____4_6_+_1______7+5____3__8+____7____+___21____+__6___3__   _____2___+_6____7__+___4_1___+1________+4________+____986__+2______1_+__7_8____+3___6___9   PERM   2006-10-02
    8072      134   ___3_54__+7_1______+___1_____+______53_+2___7____+_________+63_____7_+____8___2+_5_4_____   _________+_______12+__3__4___+_____53__+_1__6____+_27_____4+____8____+___12__6_+8_4______   43___2___+_5____8__+___6____1+_________+____53___+6_______2+2_7______+______7__+____8_35_   PERM   2006-10-03
    9026      132   ___5___1_+7_6______+2______8_+____7_2__+____6___3+_1_______+___8_4___+4_____6__+___1__3__   ________1+_____2___+__3____45+______26_+____7____+_714_____+___51____+3________+62____8__   __3______+5_8_2____+________7+___13__5_+______1__+67_______+_9_7_6___+______38_+_____2___   PERM   2006-10-04
   14098      643   _1____7_2+5__4_6___+_________+3_6____5_+____2_8__+__4______+_2__1____+___3___6_+7________   _________+_____1_23+_45_6____+_____4___+____5_6__+2_______7+___3_____+_8____5__+1__2_7___   __8___6__+___5_9___+_2___4_1_+__6______+__1_7____+_____2__9+_9_______+_5______4+____6_8__   PERM   2006-10-05
   30491      136   5___7____+_______43+____1____+6__4____2+___3_2___+7_____5__+______78_+_3_9_____+______6__   _________+________1+__2_34___+_____234_+_1__5____+_6_____7_+___16___8+___5_____+9_4______   __6______+_________+___82__1_+_4______3+____5___6+28_1_____+_____5___+______78_+__9_36___   PERM   2006-10-06
   17590      179   _4___75__+2___3____+____1__6_+___2__84_+1__9_____+3________+6_______1+_5_6_____+_________   _________+_____1__2+__1_3____+_____4___+__5___67_+__8__2___+_2_____1_+_4___5___+9___7_3__   __6___5_2+____71___+___9_____+_____64__+1________+___3__8__+_________+__34_____+6___5__71   PERM   2006-10-07
    3535      144   ____3__7_+_____8_5_+____1____+2__7___6_+4_____3__+_________+_35___1__+_7_5_____+___2__8__   _________+_____1__2+__3__4_5_+___26___7+__4_____8+__63_____+_2_____3_+_7_______+8______6_   _____9__2+3____7___+6_7_____5+_________+_9___3_4_+_8______6+____6__3_+___2___7_+____5____   PERM   2006-10-08
     310      132   _______41+_6_8_____+___3_____+2___54_7_+_8_______+_____1___+___63_8__+7_____2__+4________   _________+_____1__2+_34____5_+______63_+1___72___+7______8_+___3___4_+___6_____+2_5______   ____48___+__3______+__2_____9+_________+___29___4+_5_____8_+_____7__6+78___5___+______3_2   PERM   2006-10-09
   29645      139   43_____7_+___9_1___+_________+2___7__6_+9_1______+______8__+_5_73____+_8______2+______9__   _________+_______12+__3_45___+_____65_3+_2_______+7____8___+___12____+__9_7_3__+_8_______   _3____1__+_9__62___+_______4_+1____6__5+_______3_+4_8______+72______6+_________+___84____   PERM   2006-10-10
   11593      142   ___82_3__+5______1_+4________+___3____4+7____5___+______6__+______175+_32_6____+_________   _________+______123+__4_56___+________4+_1_2_____+5_____7__+___1___3_+___7_____+8_6_____5   _8______3+___9____1+____6____+5_____7__+7____8__9+6__2_____+____5_62_+_9_______+_3_______   PERM   2006-10-11
    4342      137   ____462__+1________+____2____+7__1____6+______43_+___35____+_25______+___8___1_+_4_______   ________1+_______23+__4__5___+______4__+____3____+_3_61____+____27___+_17______+6____48__   ____9__17+__2______+3_4____5_+__3___4__+____7_1__+________2+_7______6+_____5___+___4_3___   PERM   2006-10-12
    3849      587   ____36_4_+1_____9__+_________+_5______1+__3_4____+9_____2__+8__1_2___+_6_____3_+___9_____   _________+_____1__2+_34____5_+_____2__6+____7_1__+__54_____+____3__4_+16___8___+2________   __7__6___+___9____8+____1_5__+____2__6_+_9_______+85_3_____+2_6____7_+_________+___5____9   PERM   2006-10-13
   17263      132   _38_4____+_______51+_______7_+_2____9__+____75___+___6_8___+___9__3__+5_7______+1________   ________1+_______23+__4__5___+_____46__+_78______+23_______+____2____+___13____+9_____57_   _______73+____2___5+1___6____+__5_4____+_9____8__+_23______+8_____6__+___3_5___+___7_____   PERM   2006-10-14
   28998      328   4__23____+______7_1+9________+_7_8_1___+6______4_+_________+____4_92_+__85_____+_1_______   _________+_____1__2+_34____5_+________6+___35____+7_8_____1+_______3_+__9___4__+1___68___   ____7____+___9___3_+2_5_____1+_________+____4_79_+__1__8___+47_______+_____2___+_____1_56   PERM   2006-10-15
   22437      138   _81___2__+___95__3_+_________+_____18__+5_4______+_________+6__43__5_+_7____1__+2________   _________+_______12+__3__4___+_________+_____54_3+16__7____+_______5_+_____38__+72__1__9_   2______8_+_____7_4_+9__15____+___6____9+___2____3+__8______+_________+___9____6+__4__8_5_   PERM   2006-10-16
    6636      135   ___1_3__7+58_____6_+_________+4___5_2__+_____8__3+_________+____4_95_+_31______+___2_____   _________+_____1__2+__3_4__5_+_________+_____67_1+_258_____+______4__+___59__3_+71_______   __9____5_+__4_2____+___1____6+6___8____+7________+____4__3_+___6____8+_5_7_____+__3____4_   PERM   2006-10-17
    6887      132   ___173___+_4_____86+_________+2_5___7__+3__4_____+___8_____+_8_____5_+____2_3__+__6______   _________+______123+__4_56___+________5+_1______4+78_2_____+___1___8_+__5_7____+6________   _63___5__+_4_9_____+___1_____+__8______+1______3_+____6_4__+_________+___754___+9______18   PERM   2006-10-18
    3744      348   ____31___+_8_____6_+_________+54_2____8+3___7____+1__6_____+______51_+_2_8_____+______3__   _________+_______12+__3__4___+_____54__+_1_______+_62______+____1__7_+____2_3__+4___685__   __7_____5+_329__1__+__8___6__+____28___+_1____9__+____7____+_9___6___+_________+_______87   PERM   2006-10-19
   34727      308   7__6_5___+_______84+_________+___3__6__+_18______+_4__8____+2__5__3__+9_7______+____1____   _________+_______12+__3_45___+_____65__+_1_2_____+27_______+___7_____+__8__46__+3_9______   _____1___+_____8___+__2____3_+8_______7+__3_2__6_+____6____+_8____4__+____4_95_+17_______   PERM   2006-10-20
   16802      132   _3_5__86_+_7_21____+_________+92__4____+_____8_5_+_________+______3_1+6_5______+8________   _________+_____1__2+_34____5_+_________+__6___47_+__8_291__+___78____+_2_______+19_______   9_______2+_3_______+_______78+8______51+6___34___+_____7___+___5___3_+___2_____+_7_____4_   PERM   2006-10-21
   13606      765   __82_____+4_____7__+___6___1_+_5_____2_+3____4___+____1____+__6___4_8+_2_5_____+______3__   ________1+_______2_+__3_45___+_____14__+_6_______+72_8_____+___2___7_+__4___3__+_5__6____   __7______+9_2____8_+____5_1__+_____9_2_+__4_____7+_5__3____+_3____4_5+___1_____+_____2___   PERM   2006-10-22
   26130    13003   2__9_4___+6______4_+____3____+_9____3_5+4__1_____+______7__+___2___6_+_5__7____+_3_______   _________+_____1_23+_45_6____+________1+__7___4__+3____8__6+____5____+___74____+2______1_   ____2____+__3_9_4__+___7____1+17_______+_____26__+_5_______+_9_____75+__2_46___+_________   PERM   2006-10-23
    8015      181   ___3_1__8+6______7_+___4_____+2___46___+___5__3__+7________+_3____4__+____7__2_+_1_______   _________+_______12+__3_45___+_____64__+_1___3___+62_7_____+___2____6+__4___5__+_8_______   ___4_8___+_________+_2_____51+4_9___3__+____5___9+8_______2+___9__4__+_5__1____+7________   PERM   2006-10-24
   19959      483   _6_13____+__4____5_+_________+___5_4_7_+32_______+______6__+____2_3_8+__57_____+1________   _________+_____1__2+_34____5_+______3__+__647____+_8______1+______46_+___5_____+21___8___   6________+____1_7__+5___8__9_+______4__+9____5___+__3___1__+_____6_5_+_1______8+_7__3____   PERM   2006-10-25
    5228      139   ____7___1+_82______+_5_2_____+63_____4_+___8__2__+_________+4___61___+______83_+7________   _________+_____1__2+_34____5_+_______31+__546____+__7______+___7__6__+_8___2___+21_______   3______4_+____5_1__+____2____+__5_91___+________4+__6____83+__96_____+______2__+4__3_____   PERM   2006-10-26
   11732      285   ___9__2__+_41______+_________+82_5_____+___3___6_+________1+9___6__3_+2____45__+____1____   _________+_______12+__3__4___+_____56_3+_1_______+7____8___+____1____+__52__3__+8___7_4__   ___6____8+38______7+___4_____+______4__+_9__8____+2______5_+5_4______+____3__29+_6_______   PERM   2006-10-27
   10874     3652   ___7__84_+5_1______+3______9_+_9_2__5__+___67____+______3__+____31___+_6______7+_________   _________+_______12+__3__4___+______3_4+____2____+__5_6_7__+___89_4__+_2_5_____+16_______   78_6_____+___29____+______5__+_______1_+_345_____+__5____7_+____78___+_____1___+_9____4__   PERM   2006-10-28
   13714      191   __932____+_______16+_________+____71___+__3___9__+5___6____+46_______+___8__3__+_7_4_____   _________+_______12+__3_45___+_____65__+_7___8___+81_______+___27____+__5___3__+9___1____   4_6______+__3__8___+___5__9__+_______43+_529_____+_________+____37___+_7__6____+_1____5__   PERM   2006-10-29
    5259      745   ____7__1_+_3_2_____+_8______5+___8__3__+7______4_+1________+_5______6+___6__8__+4___1____   _________+_____1__2+__3_4__5_+_________+___36_7__+12______8+___7__5__+__6____3_+8____2___   2___8____+___7____4+__6____9_+8___69___+_4____7_1+_________+_________+_7_1_____+__2__5_6_   PERM   2006-10-30
   32596      471   6___9__8_+___2_____+_________+_____6_4_+__2_3____+_1_______+8____4__5+_9_1__2__+4_____6__   _________+________1+__2__3_4_+_____52__+_1_____6_+7________+__3_8_5__+__52_____+4__1____7   6_____7__+_3___79__+4__5___1_+___4_____+__9_1_6__+_________+____8___4+__7__6___+_______5_   PERM   2006-10-31
   19069      206   _5_7_____+_______92+_____9_1_+_4__5_63_+___4_____+_________+___58_3__+9_____7__+1________   _________+________1+__1_23_4_+_____2_54+_6_______+_7___8___+____6_7__+___97____+__4_____8   _________+___1_3___+_4______9+______6__+_8_52____+_2____13_+_______1_+4___9___5+_9__7____   PERM   2006-11-01
    4360      277   ____48___+3_____5__+_________+___5__63_+_41______+___2_____+____1__84+56_3_____+7________   _________+_______12+__3__4___+______5__+____364__+17_______+___12__7_+__8______+6_4___3__   ___9___58+_24_7____+_6_______+_________+___8_5___+_7____2__+9_8______+____3____+____2_47_   PERM   2006-11-02
   34211      310   7____45__+________1+9________+_18_2____+______37_+_________+39____2__+___18__6_+___5_____   _________+_______12+__3_45___+______4__+___6_____+_7_1____8+___26___3+4_5____9_+8________   ___6_____+__3__1__4+________7+69__2____+_____87_5+1________+_________+_8____69_+____45___   PERM   2006-11-03
    6235      133   ____91___+_7_____8_+_4_______+56____1__+___74___3+___8_____+___3___7_+1_____5__+2________   _________+_____1_23+_45__6___+______4__+____2_7__+8__93____+____8____+_6___4___+3_______9   _5_____6_+_____9__8+_____3___+_67___5__+____28__9+_4_______+____6__4_+____7____+9_1______   PERM   2006-11-04
    5011      192   ____6_41_+_2__8____+_1_______+___2_3__5+7_____6__+___1_____+___5___2_+6_8______+4________   ________1+_______23+__4__5___+______6__+____2_4__+_16_3____+_____6___+_3______7+5__8_4___   ___5____4+_______3_+_7_9_____+_3____97_+___4_6___+_______2_+5_4_____8+__6______+____97___   PERM   2006-11-05
    8715      131   ___4_17__+9__6___4_+3_____5__+_4_1__8__+5___3____+_________+____2__3_+_1_______+_______9_   _________+_____1__2+__3_4__5_+_______4_+_1___6___+_7_______+__2_____1+__845____+_5__9___7   _9____5__+___1_7_2_+_____2___+___35_6__+_________+__2____7_+_________+____64_8_+35_7_____   PERM   2006-11-06
    4064      163   ____4_23_+_69______+____3____+___6_1___+2__9_____+_______5_+___8__1_6+53_______+4________   ________1+_______23+__4_56___+______75_+_1_2_8___+_2_______+___3_____+__7_____8+6_5______   _____8__7+6_______1+_____9___+______2__+____1_9__+__736____+_8_______+_______13+_92__5___   PERM   2006-11-07
   12616      141   __34__6__+___8_3___+______1__+61__5____+___7___3_+2________+1___6____+_5__2____+_______8_   _________+_______12+__3__4___+________3+_1__5____+62_1_____+______3__+__7___4_8+_5_26____   ____1_2__+_________+_58______+_____5_3_+__1______+___9_8__5+2_7_4____+_____3_98+1________   PERM   2006-11-08
    3040      223   ____2__54+_1__6__3_+_________+_7____1__+__5_4____+___3_____+_____76__+3__1_____+4__9_____   _________+_____1_23+__4__5__6+____6____+__7___4__+_3___2___+___7__5__+2___8____+6___4____   _1__8__5_+_________+_9____23_+__62_____+4_______1+__85_____+__5______+____4___8+_2___3___   PERM   2006-11-09
   25486      308   2___1____+__8___7__+______6__+__74__5__+_3_____1_+_______2_+3__6_5___+19_______+___7_____   _________+_______12+____345__+_____64__+__7_____8+_821_____+___2_____+_5_______+43____9__   ______2_1+_________+____73_8_+5_____4__+____9__7_+24_1_____+_8_______+___2_____+_37____6_   PERM   2006-11-10
    3888      274   ____38_6_+_24______+_________+____7_2__+_1_4_____+8______3_+___6__4_1+__6___5__+3________   _________+_______12+__3_45___+______4__+_6______3+72_3_____+___2___7_+__4___5__+_1__8____   6________+___3__1__+4___9____+_2_7_____+_3_____1_+_____6__4+______7__+____2_35_+1____4___   PERM   2006-11-11
   26592     1854   26______4+___7_1___+_______2_+5__43____+8______6_+______7__+_71___3__+____8___5+_________   _________+_____1__2+_34____5_+_______3_+1_____6__+2___75___+______8__+___43____+86______7   _____3___+12_______+___7___43+____9_21_+__86_____+_________+____1____+7_9_____6+_____4__8   PERM   2006-11-12
   29927      304   5______3_+__24_____+___1_____+_6_7__4__+3___2____+______1__+21_______+____5__8_+_74______   _________+_______12+__3__4___+_________+_____56__+12______7+___17___8+__56__3__+_6__2____   ___1_____+_3_6__4__+__2____9_+__7_2____+9_____6__+______1__+____5__7_+_19______+64_______   PERM   2006-11-13
   19587      132   _6____1_2+__9__4___+____3____+_1_6__5__+____7__4_+3________+4_7____8_+___1_____+5________   ________1+_____2___+__3____45+________6+__5_4____+_1___72__+____6____+___5___8_+92____7__   _____8_5_+__6___3__+_2_______+____9_2__+4________+8______1_+5______8_+___12___6+_7__3____   PERM   2006-11-14
